cif_path,VF,vSA,gSA,PLD,LCD,DR,log_Kxe,log_Kkr,K_selec
CIFs/ABEFUL_clean.cif,0.4118,418.49,269.806,3.32948,4.9396900000000015,1.4836220671095786,-2.591881802,-7.507639829,6.302052388599452

